task_id,run_num,pipeline_index,accuracy,is_best,best_accuracy,correlation_with_best
168784,14,6,0.8102564102564103,False,0.8512820512820513,0.9101542345996604
168784,14,7,0.8256410256410256,False,0.8512820512820513,0.9416302611311708
168784,14,8,0.8307692307692308,False,0.8512820512820513,0.9407501396815322
168784,14,9,0.841025641025641,False,0.8512820512820513,0.963428886751907
168784,14,10,0.8051282051282052,False,0.8512820512820513,0.9040716150698234
168784,14,11,0.8102564102564103,False,0.8512820512820513,0.8540443857995532
359954,12,0,0.6351351351351351,False,0.6756756756756757,0.8550673990208312
359954,12,1,0.6351351351351351,False,0.6756756756756757,0.938033680083509
359954,12,2,0.6756756756756757,True,0.6756756756756757,1.0
359954,12,3,0.6756756756756757,False,0.6756756756756757,0.9816293983430348
359954,12,4,0.6756756756756757,False,0.6756756756756757,0.9816293983430348
359954,12,5,0.6216216216216216,False,0.6756756756756757,0.8157775020276463
359954,12,6,0.6486486486486487,False,0.6756756756756757,0.9477443511650356
359954,12,7,0.6756756756756757,False,0.6756756756756757,0.8053016120765074
359954,12,8,0.6081081081081081,False,0.6756756756756757,0.8497528760288287
2073,6,0,0.6577181208053692,False,0.7114093959731543,0.7290827055463258
2073,6,1,0.697986577181208,False,0.7114093959731543,0.7885951190020213
2073,6,2,0.6577181208053692,False,0.7114093959731543,0.7290827055463258
